Response Id,You regularly make new friends.,You spend a lot of your free time exploring various random topics that pique your interest,Seeing other people cry can easily make you feel like you want to cry too,You often make a backup plan for a backup plan.,"You usually stay calm, even under a lot of pressure","At social events, you rarely try to introduce yourself to new people and mostly talk to the ones you already know",You prefer to completely finish one project before starting another.,You are very sentimental.,You like to use organizing tools like schedules and lists.,Even a small mistake can cause you to doubt your overall abilities and knowledge.,You feel comfortable just walking up to someone you find interesting and striking up a conversation.,You are not too interested in discussing various interpretations and analyses of creative works.,You are more inclined to follow your head than your heart.,You usually prefer just doing what you feel like at any given moment instead of planning a particular daily routine.,You rarely worry about whether you make a good impression on people you meet.,You enjoy participating in group activities.,You like books and movies that make you come up with your own interpretation of the ending.,Your happiness comes more from helping others accomplish things than your own accomplishments.,You are interested in so many things that you find it difficult to choose what to try next.,You are prone to worrying that things will take a turn for the worse.,You avoid leadership roles in group settings.,You are definitely not an artistic type of person.,You think the world would be a better place if people relied more on rationality and less on their feelings.,You prefer to do your chores before allowing yourself to relax.,You enjoy watching people argue.,You tend to avoid drawing attention to yourself.,Your mood can change very quickly.,You lose patience with people who are not as efficient as you.,You often end up doing things at the last possible moment.,"You have always been fascinated by the question of what, if anything, happens after death.",You usually prefer to be around others rather than on your own.,You become bored or lose interest when the discussion gets highly theoretical.,You find it easy to empathize with a person whose experiences are very different from yours.,You usually postpone finalizing decisions for as long as possible.,You rarely second-guess the choices that you have made.,"After a long and exhausting week, a lively social event is just what you need.",You enjoy going to art museums.,You often have a hard time understanding other people’s feelings.,You like to have a to-do list for each day.,You rarely feel insecure.,You avoid making phone calls.,You often spend a lot of time trying to understand views that are very different from your own.,"In your social circle, you are often the one who contacts your friends and initiates activities.","If your plans are interrupted, your top priority is to get back on track as soon as possible.",You are still bothered by mistakes that you made a long time ago.,You rarely contemplate the reasons for human existence or the meaning of life.,Your emotions control you more than you control them.,"You take great care not to make people look bad, even when it is completely their fault.",Your personal work style is closer to spontaneous bursts of energy than organized and consistent efforts.,"When someone thinks highly of you, you wonder how long it will take them to feel disappointed in you.",You would love a job that requires you to work alone most of the time.,You believe that pondering abstract philosophical questions is a waste of time.,"You feel more drawn to places with busy, bustling atmospheres than quiet, intimate places.",You know at first glance how someone is feeling.,You often feel overwhelmed.,You complete things methodically without skipping over any steps.,You are very intrigued by things labeled as controversial.,You would pass along a good opportunity if you thought someone else needed it more.,You struggle with deadlines.,You feel confident that things will work out for you.,Personality
4457,0,0,1,1,1,0,-2,0,-1,0,-1,0,-2,2,1,0,-1,0,-1,0,0,0,0,1,-2,1,-2,0,2,1,1,1,1,0,3,2,-3,2,1,0,-1,0,1,0,-1,0,1,0,2,0,0,0,1,0,-1,0,0,2,1,1,ESFJ
4458,0,0,1,1,0,-2,-1,0,-2,0,2,-1,1,0,3,1,1,1,-1,0,0,0,0,0,0,1,1,0,1,0,1,-1,1,0,1,0,1,-1,1,-1,0,-1,1,-1,2,0,1,0,-2,0,0,0,2,0,1,0,0,1,0,2,INTP
4459,0,0,1,0,0,3,-3,0,1,1,-2,-1,3,0,3,1,3,2,-2,0,0,1,0,0,3,0,1,0,-2,-3,3,0,-2,0,-2,1,0,1,2,0,0,0,0,3,1,0,1,0,-3,0,0,0,-1,0,-1,0,0,0,-2,0,ISFP
4460,0,0,-1,2,1,0,0,0,-1,0,0,2,0,-1,0,-1,2,0,1,0,0,2,0,1,1,-1,-1,0,-2,-2,-2,0,-3,1,0,-1,-1,2,0,-1,3,-1,-1,-1,0,0,0,0,-2,1,0,0,2,0,0,1,0,-1,2,0,ESTJ
4461,0,0,2,0,0,1,1,0,-1,0,2,1,0,1,1,0,-1,1,3,-1,0,1,0,0,0,2,2,0,-1,-3,1,0,-1,0,0,-3,-3,-2,3,-3,2,0,1,1,-2,0,0,0,2,0,0,0,-1,0,-2,0,0,1,2,-2,ENFP
4462,0,0,2,3,1,-1,1,1,1,0,2,0,2,1,-1,-1,1,0,-1,-1,0,-1,0,0,-1,2,0,0,1,-1,-3,0,0,0,-1,-1,1,-2,0,-2,0,0,-1,1,0,0,-3,0,1,0,0,0,3,1,-1,0,0,1,0,-2,INTJ
4463,0,0,-1,-1,0,3,1,0,-3,0,-1,-1,0,0,-2,-2,2,0,-1,-2,0,-1,0,0,0,2,1,0,2,-2,1,0,0,0,0,-2,-2,-1,3,-2,0,-1,1,1,1,1,0,0,-2,0,0,0,0,0,1,0,0,-3,-1,0,INFP
4464,0,0,-2,-1,-2,1,-3,0,2,0,-2,2,0,3,2,1,-1,-3,2,-2,0,3,0,0,2,0,0,0,0,-3,-1,0,-2,0,1,3,-1,-1,0,2,-2,0,-1,-1,1,0,0,0,-2,0,0,0,-1,0,0,0,0,2,0,-2,ENTP
4465,0,0,1,0,-2,0,1,0,2,0,3,-1,2,0,1,-2,0,3,1,-3,0,3,0,0,-1,-3,-1,0,-1,-2,-1,0,-2,0,-1,-1,0,1,0,3,1,-1,-1,-1,0,0,0,0,-1,0,0,0,1,0,2,0,-1,-1,2,2,ISTJ
4466,0,0,2,-1,0,-1,-1,0,1,1,1,1,0,0,-1,-2,1,3,-3,2,0,-2,0,0,3,0,-3,1,1,1,-2,0,1,0,1,-2,0,0,3,3,0,-1,-3,3,2,-1,0,1,-3,0,0,0,-1,0,1,0,1,-1,0,3,ENFJ
4467,1,0,2,1,1,2,2,0,-1,0,1,1,2,2,1,-1,-1,-1,0,-1,0,1,0,0,0,0,1,0,0,-2,0,0,-3,0,1,0,-2,-2,-1,-1,2,1,0,2,-1,0,-1,0,-1,0,0,0,1,0,0,0,0,0,1,-2,ENFP
4468,0,-1,-1,1,-2,-2,-1,0,1,-1,-1,1,-1,2,0,-3,2,-2,2,-1,0,1,0,0,2,2,2,0,-3,1,1,0,0,0,2,0,2,-2,1,1,-1,-1,2,1,-2,0,0,0,0,1,1,1,1,0,0,0,0,1,-2,0,ENTP
4469,0,0,-2,-1,0,0,-2,0,0,1,1,2,-1,-1,0,2,-1,-3,1,2,0,-2,0,0,0,3,0,0,-1,2,-1,0,1,0,-1,-2,2,0,0,0,0,-2,2,1,0,0,0,0,-1,0,0,0,1,0,1,0,0,-2,1,-2,INFP
4470,0,0,-3,1,0,-1,-1,0,-1,0,-3,0,0,-1,-3,1,2,1,0,-1,0,-1,0,0,0,-1,3,0,-3,-1,-1,0,1,0,-2,3,2,-2,-3,0,-3,1,-1,0,1,1,0,0,2,0,0,-1,1,-1,1,0,0,2,-2,0,ENTP
4471,1,0,-2,1,-1,-1,1,0,-1,0,-1,1,-3,0,1,0,-1,0,-1,-3,0,-1,0,-1,0,-2,1,-1,-2,-2,-3,0,-2,0,-1,2,3,2,-1,0,3,0,-3,-2,1,0,0,0,0,1,0,1,-2,0,1,0,0,0,1,0,ISFP
4472,1,0,-1,2,0,1,-3,0,-1,0,3,0,2,1,-1,1,1,-1,3,0,0,1,0,-1,-2,-1,-3,0,0,3,1,0,3,0,-1,0,-3,-2,1,0,-1,3,3,2,-2,0,-3,0,1,1,0,0,-3,0,1,0,0,-1,-1,-2,ENFJ
4473,0,1,2,2,1,-2,-2,0,1,0,1,0,2,0,1,-1,0,0,0,0,1,0,-1,0,0,0,-1,0,2,2,-3,-1,1,0,1,-1,2,1,1,2,1,-3,0,-1,3,0,2,0,-1,0,0,0,-1,0,1,0,0,-1,-1,3,ENFJ
4474,0,0,0,-2,-2,0,0,0,-1,0,1,3,-1,0,2,0,1,0,1,2,0,1,0,0,1,-3,0,0,-1,-1,0,0,-2,0,-2,0,-1,-1,1,3,3,1,-1,-3,0,0,1,0,0,0,0,0,-3,0,1,0,0,0,1,3,ISFP
4475,0,0,-2,-1,2,2,0,0,-2,0,-2,2,0,0,0,0,0,-1,2,-2,0,1,0,0,-2,0,-1,0,-1,-2,-2,0,-2,0,-2,2,-1,-1,-3,0,0,0,0,0,1,0,-1,0,-1,-1,0,-1,2,0,0,0,0,0,1,2,ESTJ
4476,0,0,-2,-2,0,1,1,0,-1,0,-1,2,2,-1,0,0,3,2,0,-1,-1,2,0,0,0,2,0,0,0,-1,1,0,-1,0,0,1,2,0,2,0,3,0,1,-2,-2,0,2,0,1,0,1,0,1,0,-1,0,0,0,-1,-1,ENTJ
4477,0,0,1,-1,1,1,-2,0,2,0,2,-2,2,1,2,1,2,1,0,-1,0,-1,0,0,-1,-1,1,0,0,2,-2,0,-2,0,2,1,0,2,-1,-2,1,0,3,1,2,0,0,0,-2,-1,0,-1,0,0,-1,0,0,3,1,1,ENFP
4478,0,0,2,2,-1,-2,0,0,3,0,0,-2,0,-1,-2,-1,-1,1,3,-1,0,2,0,0,0,-1,1,0,-2,1,-2,0,0,0,1,1,2,-1,1,-1,-2,-1,1,1,-1,0,-1,0,1,-1,0,0,0,0,1,0,0,0,2,-1,ISFJ
4479,-1,0,-1,-2,0,2,0,0,-2,0,0,0,0,-1,-2,0,2,0,-2,1,1,2,0,0,3,2,2,-1,2,-2,0,-1,2,1,1,1,2,-1,0,1,0,-2,1,-3,-1,0,1,0,0,0,0,0,2,0,-2,0,0,0,-2,0,ENTJ
4480,0,0,3,-1,1,2,0,0,0,0,-1,-1,1,-1,-1,-1,-1,0,2,0,0,-1,0,1,2,1,0,0,1,-1,-2,0,-1,0,-2,-1,-1,1,2,1,-1,0,0,-1,0,0,-1,0,1,0,0,0,-2,1,2,0,0,0,-1,0,ISTP
4481,0,0,0,-1,-2,2,-2,0,1,0,-2,0,0,0,-1,3,-1,0,-2,2,0,1,0,0,0,-3,1,0,-1,-1,0,0,-2,0,-3,-1,0,-1,-1,-1,-2,-1,1,1,-1,1,-1,0,1,-1,-1,0,-1,0,-2,0,0,0,2,2,INFP
4482,0,-1,1,0,2,-1,-2,0,-1,1,0,-2,3,2,1,3,0,0,-1,-2,0,2,0,0,-1,-1,1,0,2,3,0,0,-1,0,1,0,-1,0,2,-1,1,-1,1,2,-1,-1,2,0,0,0,0,0,0,0,0,0,0,2,0,2,INTP
4483,1,0,0,1,-2,-1,0,0,-1,0,0,-2,-1,0,1,0,-2,-1,2,2,1,1,1,0,1,0,-2,0,1,1,0,0,-2,0,0,2,1,1,0,1,1,0,-1,1,1,1,-1,0,0,0,0,0,0,0,1,0,0,-2,-1,-2,ISTP
4484,0,0,-1,-1,0,2,-2,0,0,0,-1,-1,1,0,0,-2,1,1,2,-1,0,2,0,-1,0,1,2,0,-1,-1,0,0,2,0,-2,2,0,1,1,-1,-1,-1,-1,1,0,0,3,0,0,0,-1,0,-3,0,1,0,0,1,0,1,ENTJ
4485,0,0,0,-1,2,0,-2,0,0,0,0,-2,1,-3,-1,0,0,2,1,0,0,-1,1,0,-2,1,1,0,1,-2,0,0,0,0,-1,2,2,0,0,0,3,0,-2,2,-3,0,-2,0,2,0,0,0,0,0,0,0,0,1,0,0,ENTJ
4486,0,-1,1,-1,2,2,0,0,1,0,-2,1,1,-3,-2,-2,1,1,0,-1,0,1,0,0,1,0,1,0,2,-2,0,0,1,0,0,0,1,-2,0,1,1,-2,0,-1,-1,0,3,1,2,0,0,0,1,0,-1,-1,0,-2,-1,-1,ENTJ
4487,0,0,2,1,-1,-2,0,1,0,0,1,-2,0,-1,-1,0,-2,0,2,1,0,0,0,0,0,-2,0,1,-1,1,-1,0,-2,0,1,2,0,0,1,0,-3,1,1,-1,-1,0,-3,0,-2,0,0,0,1,0,0,0,0,-1,2,-2,ISFJ
4488,0,0,1,1,0,1,0,-1,1,0,-1,2,0,-1,0,-2,-3,1,-1,0,0,2,0,0,1,-2,-2,0,-2,0,-1,0,0,0,0,0,2,2,-1,-3,0,2,-3,-1,2,0,0,0,1,0,0,0,-1,0,2,-1,0,-1,-2,-1,ISFP
4489,0,0,0,0,0,-3,0,0,-2,0,2,0,0,2,1,1,1,-1,0,-3,0,1,0,0,-3,-2,2,0,1,-2,3,0,-2,0,0,0,1,0,2,-2,-1,-1,1,1,-1,0,0,0,2,0,0,0,0,-1,2,0,0,0,1,0,INTP
4490,0,0,1,1,0,1,-2,0,1,0,2,1,0,0,2,-2,2,-2,1,1,0,1,0,0,-3,0,1,0,-1,1,-1,0,-1,1,0,1,0,-2,0,-2,0,0,0,3,-1,1,-1,0,1,0,0,0,2,0,0,0,0,1,1,2,INTJ
4491,1,0,-1,1,3,2,-1,-1,1,0,1,1,1,1,1,-1,-2,0,0,-3,0,0,0,0,0,-1,-1,0,-3,3,1,0,1,0,0,0,-2,2,-1,2,-1,-2,0,2,0,-1,-1,1,-2,1,0,1,2,0,-1,0,0,-1,2,-1,ESTP
4492,0,0,-1,0,1,0,1,0,0,0,2,-1,1,2,1,-2,0,0,-1,1,0,0,0,0,-2,0,0,-1,-2,1,0,0,2,0,2,-2,-2,-1,-2,1,-1,0,1,0,3,0,1,0,1,1,0,0,1,0,2,0,0,0,-1,-1,ESTP
4493,0,0,0,2,-1,1,-1,0,1,0,-1,2,0,0,1,0,1,2,1,1,0,2,0,0,1,-1,2,0,0,-1,1,0,-1,0,-1,1,2,-2,2,-1,-2,-2,0,0,0,0,-1,0,-2,0,0,0,-2,0,0,1,0,0,-2,0,ISFP
4494,0,0,0,-1,0,1,1,0,0,0,2,0,1,0,3,0,3,-1,0,3,0,0,0,1,2,-1,-2,0,-1,0,1,0,1,0,-1,1,1,-2,1,2,1,-1,-1,0,-2,0,-2,0,-2,0,-1,0,1,-1,1,0,0,3,0,0,INFJ
4495,0,0,1,-3,-1,-3,-1,0,0,0,-1,2,-1,0,1,-2,2,-2,3,-2,0,2,0,0,-1,-1,-1,0,0,0,-1,0,1,0,-2,-1,2,0,-1,1,0,1,-1,0,-1,0,0,0,1,0,0,0,2,1,1,0,1,-2,1,1,ISFJ
4496,0,0,-1,2,3,2,-2,0,1,0,-3,3,-2,-2,1,2,3,-2,0,2,0,0,0,0,0,1,2,0,0,1,-2,0,3,1,-1,-2,-1,1,3,1,1,-2,1,-1,-1,0,2,0,-1,0,0,1,1,0,2,0,-1,-1,0,-1,ESFJ
4497,1,0,0,-2,-1,0,-1,0,-3,0,2,-2,-3,2,2,-2,-1,2,-1,1,0,2,1,0,0,-3,-2,-1,1,2,-2,0,0,0,-2,3,3,1,2,-3,1,-2,0,1,0,0,0,0,2,0,0,0,1,0,-1,0,0,-2,-3,-1,ISTP
4498,0,0,-2,1,-1,-1,-2,0,0,0,0,-2,0,0,0,0,1,1,3,-1,1,0,-1,0,1,0,2,0,1,-1,0,0,-1,0,0,0,1,0,0,-1,1,-1,0,-1,0,0,3,0,0,0,0,0,-1,0,-3,1,0,2,0,0,ENTP
4499,0,0,1,1,0,-1,1,0,2,0,-1,1,1,1,1,1,0,0,-1,0,0,2,0,0,0,-2,-3,0,0,0,0,-1,0,0,1,3,0,0,-1,1,0,0,-2,-2,1,0,-2,1,0,0,0,0,0,0,2,-1,0,-1,-1,0,INFJ
4500,0,0,2,0,1,0,0,0,-1,0,1,-1,-1,0,0,2,2,2,0,-1,0,1,0,-1,-1,1,-1,0,1,1,2,0,0,0,0,1,-1,0,1,-1,0,0,2,3,-2,0,-2,0,0,0,0,0,-1,0,2,0,0,2,-3,0,ISTJ
4501,0,0,1,-1,-1,0,1,0,0,0,0,1,-3,0,-2,-3,-1,-3,1,0,0,-3,0,0,1,-1,-1,0,0,0,-1,-1,2,0,1,1,0,1,0,1,0,-2,0,0,2,0,-1,0,-1,0,0,0,-1,0,-2,0,-1,-3,-2,1,ESFP
4502,1,0,-2,0,-1,1,-2,0,-2,1,-2,-2,2,1,-1,0,-1,-1,1,1,1,3,0,0,-2,1,2,0,1,1,1,0,1,0,0,-1,-2,0,3,-1,0,2,2,2,-2,0,0,1,0,0,0,0,-2,1,0,0,0,1,1,0,ENFJ
4503,0,0,3,3,0,1,0,0,-1,0,0,0,-2,1,1,1,-1,2,0,-1,0,0,-1,0,-1,1,-1,1,-2,-2,1,0,0,0,1,-1,-3,-2,-2,0,2,0,1,1,-1,0,1,0,1,0,0,1,1,0,1,0,1,0,-1,-2,ENFP
4504,0,0,3,0,-2,-1,1,1,1,0,2,-1,0,-1,1,0,0,0,2,-2,0,2,0,0,-2,-3,-1,0,1,-2,1,0,-2,0,-1,1,1,1,2,0,1,-2,-1,-3,2,0,-2,0,1,0,0,0,1,0,0,0,0,0,1,1,ISTJ
4505,0,0,1,1,-1,1,-1,0,1,0,-3,2,2,-2,2,1,0,0,-1,3,0,1,-1,0,0,-1,0,0,2,-3,0,0,-3,0,-1,1,2,-2,1,-1,-1,0,2,0,2,0,-2,0,0,0,0,0,-1,0,0,0,0,0,-1,-1,ISFP
4506,0,0,-2,-2,2,2,-1,1,3,0,0,2,-3,0,0,3,0,-2,-1,1,0,1,0,0,0,3,1,0,-2,1,-1,-1,1,0,-1,-3,-1,1,1,0,-1,-2,1,0,-1,0,0,0,-3,0,-1,0,0,0,2,0,0,-1,0,1,ESFJ
4507,0,0,-1,-1,1,0,0,0,-2,1,0,0,1,-2,0,-2,0,-2,0,2,-1,-1,0,0,-2,2,-1,0,-1,0,0,1,1,0,1,0,-1,0,-1,-1,1,0,1,-1,0,0,1,0,-2,0,0,0,0,0,1,0,1,-1,-2,-2,INFP
4508,0,0,0,-3,1,2,-3,0,0,0,1,-2,3,-1,0,0,0,0,-1,-2,0,-2,0,1,-1,-2,-3,0,1,1,0,0,2,0,-2,-3,-2,-2,2,-1,-3,0,0,-3,3,0,-1,0,1,0,0,0,-3,0,2,0,0,-2,-1,-1,INFP
4509,0,0,-1,-3,2,1,0,0,-2,0,-2,0,1,-1,-1,-1,0,1,-2,2,1,0,0,0,1,0,1,0,1,-2,-2,0,0,0,1,1,0,1,0,2,0,-1,2,-2,-2,0,0,-1,1,0,1,0,1,1,-1,0,0,-1,-1,1,ENTJ
4510,0,0,-1,-2,2,-2,-1,0,0,0,0,1,1,1,2,1,0,-2,1,0,0,1,0,0,2,1,-1,0,-2,2,-1,0,0,1,-1,-3,-2,0,1,-1,2,-1,-2,-2,-1,0,-1,-1,-1,0,0,0,0,0,-1,0,0,1,-1,-1,ESFJ
4511,0,0,-3,0,0,2,-1,0,-1,-1,-2,0,-1,-2,-1,-1,2,-3,-1,-3,0,3,0,0,-1,1,1,0,-2,1,-2,0,-2,0,3,-2,0,-1,0,2,0,-2,1,0,1,0,2,0,-1,0,0,0,-2,0,-1,0,0,2,0,0,ESTJ
4512,0,0,0,-2,-2,-3,0,0,3,-1,-1,2,-2,2,-2,3,-1,1,2,1,0,1,0,0,-1,1,0,0,1,1,0,-1,-3,0,3,-2,-3,-1,1,-2,1,2,0,-1,1,0,0,0,0,-1,0,0,-2,0,0,0,1,-1,0,1,INTJ
4513,0,-1,-1,-2,0,0,-2,0,-1,1,-1,3,-2,-3,-1,0,1,-2,-1,0,0,0,0,0,-2,-1,-1,0,0,0,1,0,0,0,0,2,1,0,-2,-1,1,1,1,-1,-2,0,-1,0,-2,0,0,0,0,0,-1,0,1,-2,1,-3,ESTJ
4514,0,0,-3,-1,-3,2,0,1,-2,0,0,3,-2,-1,2,0,-1,0,-1,-1,0,0,1,0,1,0,0,0,-3,-1,-2,0,-1,0,-1,2,2,3,2,0,1,0,-2,0,0,1,1,0,0,0,1,0,-3,0,2,0,-1,-1,0,-1,ISFP
4515,0,0,0,0,-1,0,1,1,-2,0,0,-1,0,2,1,0,1,1,-3,1,0,-2,0,0,0,2,1,0,-1,-3,0,0,3,0,1,-2,1,-2,1,0,1,0,1,0,0,1,0,0,0,-1,0,0,2,0,0,0,0,0,0,2,ESTP
4516,0,0,-1,-1,-2,0,1,0,-1,0,-1,0,3,-3,0,1,2,0,-1,1,0,1,0,0,-2,-3,1,0,2,-2,1,-1,-3,0,-1,-1,-1,1,-2,1,-3,1,0,1,-1,0,-1,0,1,0,-1,0,-2,0,-2,0,1,0,2,1,INFP
4517,0,0,-1,0,-1,-2,-1,0,0,0,-2,1,1,1,2,-2,0,-1,2,-1,0,2,0,0,-1,2,0,0,0,-2,2,0,-3,0,0,2,1,-1,3,1,-2,-3,-1,0,1,0,2,0,-1,0,0,0,2,0,1,0,0,0,0,-2,ENTP
4518,0,-1,1,0,-1,-2,2,0,1,0,0,-1,0,1,-1,-2,2,1,-2,1,1,-3,0,0,2,2,-1,0,0,0,-1,0,2,0,2,-1,1,0,2,3,0,0,1,3,0,0,-1,0,-3,0,0,0,0,0,2,0,0,0,2,2,ENFJ
4519,0,-1,0,-2,-1,3,0,0,2,0,1,1,-3,0,1,2,1,1,2,1,0,2,0,0,2,0,2,0,-2,-2,-1,0,2,0,-1,-1,-2,2,0,0,2,0,2,-3,2,0,2,0,1,-1,0,0,0,0,3,1,0,2,-2,1,ESFJ
4520,0,1,-1,0,-2,0,-2,0,2,0,-3,2,-3,2,-2,2,0,-2,0,0,0,2,0,0,0,0,0,0,2,0,-1,0,-1,1,-1,-2,-3,0,2,1,0,1,0,0,-2,0,-3,0,1,0,0,0,2,1,-1,0,0,2,1,1,ESFP
4521,0,0,0,1,2,1,-1,0,0,0,-1,0,1,-1,-3,0,2,1,3,-1,1,-1,0,0,-2,0,1,0,-1,-1,1,0,1,0,1,-1,1,2,1,-2,3,-2,2,1,-2,0,-1,0,3,0,0,0,1,0,0,0,0,1,1,-1,ENTJ
4522,0,0,0,0,0,0,1,0,1,0,2,0,-1,-2,0,3,0,2,-1,-2,0,2,0,0,0,0,-2,0,2,1,2,0,0,0,2,2,-2,-3,0,0,0,-1,-1,-1,-1,0,-3,0,1,0,0,1,1,0,3,0,0,0,-2,1,ISTJ
4523,0,0,0,0,0,0,-2,0,-2,1,-2,-1,3,1,0,0,-1,1,3,0,0,1,0,0,0,-2,2,0,-2,0,-1,0,0,1,-2,0,0,-1,1,-1,-2,-1,-3,0,3,0,-1,0,1,0,0,0,1,0,1,0,0,2,-1,0,ENTP
4524,0,0,2,1,1,-1,0,0,-1,0,1,1,-2,0,0,-1,-1,2,0,-1,0,-1,1,0,-1,1,-2,0,1,3,2,0,2,0,0,2,-1,2,1,-2,-2,1,-1,0,-1,0,1,0,1,-1,0,0,2,0,-1,0,0,1,1,3,ESFJ
4525,0,0,-1,-2,0,1,-1,0,-1,0,0,0,2,0,1,2,0,0,2,-2,0,0,0,-1,-2,0,-2,0,1,0,2,0,2,0,-2,-2,-1,0,1,-1,-3,-3,0,-1,3,0,1,0,-2,0,0,0,-2,0,0,0,-1,0,0,1,INFP
4526,0,0,-1,3,0,1,-3,-1,-2,0,-1,-2,1,2,-1,3,2,1,2,0,0,-2,0,0,-1,0,1,-1,-1,-1,-1,0,-2,0,0,1,2,1,0,-2,-1,-2,0,-2,2,0,2,-1,0,0,0,0,0,0,0,0,0,0,0,-3,ENTP
4527,0,0,2,2,2,2,-1,0,-1,0,2,0,0,1,-1,-2,0,-1,3,-1,0,3,0,0,-3,1,0,0,-2,-3,1,0,-3,0,-1,-2,-3,-1,-1,0,1,1,0,3,-3,0,-2,0,0,0,0,0,2,-1,1,0,0,1,2,-1,ENFP
4528,1,0,2,-3,-1,0,0,1,0,0,-2,1,-3,-1,0,-1,2,0,1,-1,1,2,0,0,0,3,1,0,1,-2,-2,0,-2,0,2,1,3,-1,2,0,3,1,2,-1,1,0,0,0,-1,0,0,0,-1,-1,-2,0,0,-1,0,-1,ENTJ
4529,0,0,-1,-1,1,-1,0,0,1,-1,0,-1,1,-1,-2,-1,2,1,1,0,0,0,0,-1,0,1,2,0,2,-1,0,0,1,0,-2,1,1,3,1,0,1,-2,-3,1,-1,0,2,0,0,0,1,0,-1,0,0,0,0,1,0,0,ENTJ
4530,0,0,3,-2,1,3,1,0,-1,0,1,0,-1,-1,2,-3,0,-3,0,-2,0,-1,0,0,-1,-1,3,0,-1,1,1,-1,0,-1,-1,-2,-1,2,0,1,1,-2,1,1,1,1,0,-1,-1,0,0,-1,2,1,1,0,0,-1,1,-1,ESTP
4531,0,0,1,0,-1,1,-1,0,1,0,-1,1,-2,-1,2,-1,2,1,-2,1,0,1,-1,0,2,-2,0,0,-1,-1,0,0,-1,0,-1,0,1,-1,2,-2,-1,0,2,2,1,1,-1,0,-2,0,-1,0,-2,0,-1,0,0,2,1,-1,ISFP
4532,0,0,0,-2,2,0,2,0,-1,1,-1,0,0,1,-1,1,1,0,0,-2,0,-2,0,0,-1,2,0,0,3,1,-1,0,0,1,-3,0,1,2,1,-1,1,-3,-2,2,-2,0,2,0,0,0,0,0,-2,0,1,-1,0,1,0,-1,ENTJ
4533,0,0,0,-1,1,1,2,0,-1,0,0,2,2,0,-2,0,0,1,-1,-2,0,1,0,0,2,1,0,0,3,0,-1,0,1,0,1,3,2,0,0,3,1,-1,1,0,-2,0,-1,0,3,0,0,0,0,0,-3,0,0,1,0,0,ENTJ
4534,0,0,0,0,-2,-1,-2,0,1,0,-2,-3,-2,-2,-1,3,0,-1,3,3,0,3,0,0,-1,2,2,0,0,2,-1,0,-2,0,1,-2,0,1,1,0,0,2,0,3,2,0,2,0,3,0,0,0,-1,0,-2,0,0,-1,1,-2,INTJ
4535,-1,0,-3,-2,0,-1,-2,1,1,0,-1,-2,2,-2,-1,2,-3,0,-3,2,0,2,1,0,-1,1,0,0,0,0,-1,0,0,1,1,1,-2,-2,2,-2,0,1,-1,2,-2,0,-3,0,0,0,0,1,3,0,3,0,0,-1,-3,3,INTP
4536,0,0,-2,2,-1,2,-3,0,2,0,-2,0,2,-2,3,-2,3,-1,-1,2,0,2,1,0,1,1,-1,0,1,-2,1,0,-3,0,-3,1,-1,0,2,-1,-3,-2,0,1,1,0,0,0,-1,0,0,0,1,0,-3,0,0,1,-3,-2,ISFP
4537,0,0,-1,2,-1,1,-2,0,-3,0,-2,1,1,0,0,0,-1,2,-1,1,0,-2,-1,0,2,-1,-1,0,0,-1,-2,0,-1,0,1,0,0,1,-2,-2,-2,-2,-1,0,0,0,1,0,3,0,0,-1,0,0,0,0,1,1,-1,-3,ENTP
4538,-1,0,0,0,-2,-1,-1,0,2,0,1,-1,-1,0,-3,1,-3,0,-2,1,0,2,0,0,-1,0,1,0,-1,0,0,0,-2,0,0,3,0,1,2,-1,1,1,-2,0,2,0,3,0,0,0,0,-1,-1,0,1,0,0,-1,2,-3,INTJ
4539,0,0,-2,0,1,1,-1,0,-1,0,-1,-1,-1,0,0,1,2,-1,-1,-1,0,1,0,0,0,0,0,0,-1,-1,0,0,-2,0,3,-2,0,-2,-2,3,1,0,1,1,-1,0,2,0,0,0,0,0,-1,0,0,0,0,-1,0,3,ESTJ
4540,0,0,2,-3,1,-2,3,0,-1,0,1,-2,-2,0,-1,0,1,0,3,-2,-1,3,0,0,0,0,-1,0,1,-1,-3,0,1,0,-1,0,-1,0,2,2,2,-1,-1,-2,0,0,1,0,-1,0,0,0,0,0,2,0,0,-2,2,2,ISTJ
4541,0,-1,-2,-3,-3,-2,-2,0,0,0,0,-2,0,0,-1,0,-2,0,0,-1,0,0,0,0,1,1,1,0,1,0,-1,0,-1,0,0,-1,-1,1,1,-1,1,0,-1,0,2,0,2,0,1,-1,0,0,-1,1,2,-1,0,0,2,-2,INTJ
4542,0,0,1,-1,-1,0,-3,0,1,0,-3,2,1,-1,-3,1,-1,1,-1,0,0,2,0,0,-1,-1,0,0,0,-1,2,0,-1,0,-3,1,1,-2,-1,0,0,0,0,2,0,-1,-1,0,1,0,0,-1,1,0,-1,0,0,0,1,2,INFP
4543,0,0,0,1,1,0,-2,0,0,0,2,0,2,1,-1,-1,0,2,-1,1,0,-1,0,0,2,1,-3,0,1,2,1,0,2,0,1,-1,1,1,0,1,-1,-2,1,0,0,0,1,0,-2,0,0,0,-1,0,1,0,0,1,-1,3,ENFJ
